HT_MI_5_weight,HT_MI_5_mean,HT_MI_5_std,HT_MI_3_weight,HT_MI_3_mean,HT_MI_3_std,HT_MI_1_weight,HT_MI_1_mean,HT_MI_1_std,HT_MI_0.1_weight,HT_MI_0.1_mean,HT_MI_0.1_std,HT_MI_0.01_weight,HT_MI_0.01_mean,HT_MI_0.01_std,HT_H_5_weight,HT_H_5_mean,HT_H_5_std,HT_H_5_radius,HT_H_5_magnitude,HT_H_5_covariance,HT_H_5_pcc,HT_H_3_weight,HT_H_3_mean,HT_H_3_std,HT_H_3_radius,HT_H_3_magnitude,HT_H_3_covariance,HT_H_3_pcc,HT_H_1_weight,HT_H_1_mean,HT_H_1_std,HT_H_1_radius,HT_H_1_magnitude,HT_H_1_covariance,HT_H_1_pcc,HT_H_0.1_weight,HT_H_0.1_mean,HT_H_0.1_std,HT_H_0.1_radius,HT_H_0.1_magnitude,HT_H_0.1_covariance,HT_H_0.1_pcc,HT_H_0.01_weight,HT_H_0.01_mean,HT_H_0.01_std,HT_H_0.01_radius,HT_H_0.01_magnitude,HT_H_0.01_covariance,HT_H_0.01_pcc,HT_jit_5_weight,HT_jit_5_mean,HT_jit_5_std,HT_jit_3_weight,HT_jit_3_mean,HT_jit_3_std,HT_jit_1_weight,HT_jit_1_mean,HT_jit_1_std,HT_jit_0.1_weight,HT_jit_0.1_mean,HT_jit_0.1_std,HT_jit_0.01_weight,HT_jit_0.01_mean,HT_jit_0.01_std,HT_Hp_5_weight,HT_Hp_5_mean,HT_Hp_5_std,HT_Hp_5_radius,HT_Hp_5_magnitude,HT_Hp_5_covariance,HT_Hp_5_pcc,HT_Hp_3_weight,HT_Hp_3_mean,HT_Hp_3_std,HT_Hp_3_radius,HT_Hp_3_magnitude,HT_Hp_3_covariance,HT_Hp_3_pcc,HT_Hp_1_weight,HT_Hp_1_mean,HT_Hp_1_std,HT_Hp_1_radius,HT_Hp_1_magnitude,HT_Hp_1_covariance,HT_Hp_1_pcc,HT_Hp_0.1_weight,HT_Hp_0.1_mean,HT_Hp_0.1_std,HT_Hp_0.1_radius,HT_Hp_0.1_magnitude,HT_Hp_0.1_covariance,HT_Hp_0.1_pcc,HT_Hp_0.01_weight,HT_Hp_0.01_mean,HT_Hp_0.01_std,HT_Hp_0.01_radius,HT_Hp_0.01_magnitude,HT_Hp_0.01_covariance,HT_Hp_0.01_pcc
1.0,342.0,0.0,1.0,342.0,0.0,1.0,342.0,0.0,1.0,342.0,0.0,1.000008648257795,342.0,1.4551915228366852e-11,1.0,342.0,0.0,0.0,342.0,0.0,0.0,1.0,342.0,0.0,0.0,342.0,0.0,0.0,1.0,342.0,0.0,0.0,342.0,0.0,0.0,1.0,342.0,0.0,0.0,342.0,0.0,0.0,1.000008648257795,342.0,1.4551915228366852e-11,1.4551915228366852e-11,342.0,0.0,0.0,1.0,1681.915904045105,0.0,1.0,1681.915904045105,0.0,1.0,1681.915904045105,0.0,1.0,1681.915904045105,0.0,1.000008648257795,1681.9013585285707,24.464124019723386,1.0,342.0,0.0,0.0,342.0,0.0,0.0,1.0,342.0,0.0,0.0,342.0,0.0,0.0,1.0,342.0,0.0,0.0,342.0,0.0,0.0,1.0,342.0,0.0,0.0,342.0,0.0,0.0,1.000008648257795,342.0,1.4551915228366852e-11,1.4551915228366852e-11,342.0,0.0,0.0
1.0,342.0,0.0,1.0,342.0,0.0,1.0,342.0,0.0,1.0071377407523567,342.0,0.0,1.6100388702863457,341.9996478980256,0.09929263283265755,1.0,342.0,0.0,0.0,342.0,0.0,0.0,1.0,342.0,0.0,0.0,342.0,0.0,0.0,1.0,342.0,0.0,0.0,342.0,0.0,0.0,1.0071377407523567,342.0,0.0,0.0,342.0,0.0,0.0,1.6100388702863457,341.9996478980256,0.09929263283265755,0.09929263283265755,341.9996478980256,0.0,0.0,1.0,71.3031678199768,0.0,1.0,71.3031678199768,0.0,1.0,71.3031678199768,0.0,1.0071377407523567,70.797831254652,35.77673287867128,1.6100368600102288,44.286667958349604,1196.470758768682,1.0,342.0,0.0,0.0,342.0,0.0,0.0,1.0,342.0,0.0,0.0,342.0,0.0,0.0,1.0,342.0,0.0,0.0,342.0,0.0,0.0,1.0071377407523567,342.0,0.0,0.0,342.0,0.0,0.0,1.6100368600102288,342.0,0.0,0.0,342.0,0.0,0.0
1.0,42.0,0.0,1.0,42.0,0.0,1.0,42.0,0.0,1.0,42.0,0.0,1.0,42.0,0.0,1.0,42.0,0.0,0.0,42.0,0.0,0.0,1.0,42.0,0.0,0.0,42.0,0.0,0.0,1.0,42.0,0.0,0.0,42.0,0.0,0.0,1.0,42.0,0.0,0.0,344.5692963686695,0.0,0.0,1.0,42.0,0.0,0.0992926327890018,344.568946892162,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,42.0,0.0,0.0,42.0,0.0,0.0,1.0,42.0,0.0,0.0,42.0,0.0,0.0,1.0,42.0,0.0,0.0,42.0,0.0,0.0,1.0,42.0,0.0,0.0,42.0,0.0,0.0,1.0,42.0,0.0,0.0,42.0,0.0,0.0
1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0061879420392708,61.73426810456277,486.05591962819744,1.967569339105506,198.67578007122364,19875.598001722698,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,73.23933369440222,0.0,0.0,1.0061879420392708,61.73426810456277,486.05591962819835,486.05591962819835,74.66672524227936,0.0,0.0,1.967569339105506,198.67578007122364,19875.59800172269,19875.59800172269,203.0666530647246,0.0,0.0,1.0,73.46585607528687,0.0,1.0,73.46585607528687,0.0,1.0,73.46585607528687,0.0,1.0061879420392708,73.44944802440529,0.2635307235732398,1.9675681310094968,59.11674558415783,801.1729532292834,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,73.23933369440222,0.0,0.0,1.0,60.0,0.0,0.0,73.23933369440222,0.0,0.0,1.0000012080960092,60.0,0.0,0.0,73.23933369440222,0.0,0.0
1.0,75.0,0.0,1.0,75.0,0.0,1.0,75.0,0.0,1.0,75.0,0.0,1.0003898966014642,74.98713842683534,0.42426649437038577,1.0,75.0,0.0,0.0,75.0,0.0,0.0,1.0,75.0,0.0,0.0,75.0,0.0,0.0,1.0,75.0,0.0,0.0,75.0,0.0,0.0,1.0,75.0,0.0,0.0,75.0,0.0,0.0,1.0003898966014642,74.98713842683534,0.42426649437038577,0.42426649437038577,74.98713842683534,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,75.0,0.0,0.0,75.0,0.0,0.0,1.0,75.0,0.0,0.0,75.0,0.0,0.0,1.0,75.0,0.0,0.0,75.0,0.0,0.0,1.0,75.0,0.0,0.0,75.0,0.0,0.0,1.0,75.0,0.0,0.0,75.0,0.0,0.0
2.0,75.0,0.0,2.0,75.0,0.0,2.0,75.0,0.0,2.0,75.0,0.0,2.0003898966014644,74.99356795999111,0.2122159491536877,2.0,75.0,0.0,0.0,75.0,0.0,0.0,2.0,75.0,0.0,0.0,75.0,0.0,0.0,2.0,75.0,0.0,0.0,75.0,0.0,0.0,2.0,75.0,0.0,0.0,75.0,0.0,0.0,2.0003898966014644,74.99356795999111,0.2122159491536877,0.2122159491536877,74.99356795999111,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,75.0,0.0,0.0,75.0,0.0,0.0,2.0,75.0,0.0,0.0,75.0,0.0,0.0,2.0,75.0,0.0,0.0,75.0,0.0,0.0,2.0,75.0,0.0,0.0,75.0,0.0,0.0,2.0,75.0,0.0,0.0,75.0,0.0,0.0
1.0,139.0,0.0,1.0,139.0,0.0,1.0,139.0,0.0,1.0,139.0,0.0,1.0,139.0,0.0,1.0,139.0,0.0,0.0,139.0,0.0,0.0,1.0,139.0,0.0,0.0,139.0,0.0,0.0,1.0,139.0,0.0,0.0,139.0,0.0,0.0,1.0,139.0,0.0,0.0,157.94302770302968,0.0,0.0,1.0,139.0,0.0,0.2122159491536877,157.9399735195932,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,139.0,0.0,0.0,139.0,0.0,0.0,1.0,139.0,0.0,0.0,139.0,0.0,0.0,1.0,139.0,0.0,0.0,139.0,0.0,0.0,1.0,139.0,0.0,0.0,157.94302770302968,0.0,0.0,1.0,139.0,0.0,0.0,157.94302770302968,0.0,0.0
1.0,187.0,0.0,1.0,187.0,0.0,1.0,187.0,0.0,1.0095460101989393,186.5461242133394,21.580034530001285,1.6280326024074108,168.48343904724098,545.931896215192,1.0,187.0,0.0,0.0,187.0,0.0,0.0,1.0,187.0,0.0,0.0,187.0,0.0,0.0,1.0,187.0,0.0,0.0,187.0,0.0,0.0,1.0095460101989393,186.5461242133394,21.580034530001285,21.580034530001285,201.05834093371666,0.0,0.0,1.6280326024074108,168.48343904724098,545.931896215192,545.9319374617355,184.4199134273606,0.0476253314614731,0.004424658598943913,1.0,67.10886406898499,0.0,1.0,67.10886406898499,0.0,1.0,67.10886406898499,0.0,1.0095460101989393,66.47429972583481,42.18222034189239,1.6280326024074108,41.22083548557289,1067.1261672826388,1.0,187.0,0.0,0.0,187.0,0.0,0.0,1.0,187.0,0.0,0.0,187.0,0.0,0.0,1.0,187.0,0.0,0.0,187.0,0.0,0.0,1.0095460101989393,186.5461242133394,21.580034530001285,21.580034530001285,201.05834093371666,0.0,0.0,1.6280326024074108,168.48343904724098,545.931896215192,545.931896215192,184.4225290824995,0.0,0.0
1.0,90.0,0.0,1.0,90.0,0.0,1.0,90.0,0.0,1.000025378473161,89.99961933256334,0.0057098666420642985,1.6478257430383336,84.10037558416342,53.81017512766812,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.000025378473161,89.99961933256334,0.0057098666420642985,0.0057098666420642985,89.99961933256334,0.0,0.0,1.6478257430383336,84.10037558416342,53.81017512766812,53.81017512766812,84.10037558416342,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0
1.0,90.0,0.0,1.0,90.0,0.0,1.0,90.0,0.0,1.0,90.0,0.0,1.0,90.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,9.094947017729282e-13,127.27922061357856,0.0,0.0,1.0,90.0,0.0,0.005709866642973793,127.27895144133734,0.0,0.0,1.0,90.0,0.0,53.81017512766812,123.17821712217363,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,9.094947017729282e-13,127.27922061357856,0.0,0.0,1.0,90.0,0.0,0.0,127.27922061357856,0.0,0.0,1.0,90.0,0.0,0.0,127.27922061357856,0.0,0.0
1.0,90.0,0.0,1.0,90.0,0.0,1.0,90.0,0.0,1.0,90.0,0.0,1.0,90.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0
1.7968167550428031,78.86920441727317,98.72130135008501,1.8725997306127384,79.31966096488983,99.5371387973064,1.9555902094761068,79.77290850450825,99.94842945267646,1.9954676911512355,79.97728698455573,99.9994841189291,1.9995458420709125,79.99772869458887,99.99999484117325,1.7968167550428031,78.86920441727317,98.72130135008501,98.72130135008501,78.86920441727317,0.0,0.0,1.8725997306127384,79.31966096488983,99.5371387973064,99.5371387973064,79.31966096488983,0.0,0.0,1.9555902094761068,79.77290850450825,99.94842945267646,99.94842945267646,79.77290850450825,0.0,0.0,1.9954676911512355,79.97728698455573,99.9994841189291,99.9994841189291,79.97728698455573,0.0,0.0,1.9995458420709125,79.99772869458887,99.99999484117325,99.99999484117325,79.99772869458887,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.7968167550428031,78.86920441727317,98.72130135008501,98.72130135008501,78.86920441727317,0.0,0.0,1.8725997306127384,79.31966096488983,99.5371387973064,99.5371387973064,79.31966096488983,0.0,0.0,1.9555902094761068,79.77290850450825,99.94842945267646,99.94842945267646,79.77290850450825,0.0,0.0,1.9954676911512355,79.97728698455573,99.9994841189291,99.9994841189291,79.97728698455573,0.0,0.0,1.9995458420709125,79.99772869458887,99.99999484117325,99.99999484117325,79.99772869458887,0.0,0.0
1.0,86.0,0.0,1.0,86.0,0.0,1.0,86.0,0.0,1.0,86.0,0.0,1.0,86.0,0.0,1.0,86.0,0.0,0.0,86.0,0.0,0.0,1.0,86.0,0.0,0.0,86.0,0.0,0.0,1.0,86.0,0.0,0.0,86.0,0.0,0.0,1.0,86.0,0.0,0.0,86.0,0.0,0.0,1.0,86.0,0.0,0.0,86.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,86.0,0.0,0.0,86.0,0.0,0.0,1.0,86.0,0.0,0.0,86.0,0.0,0.0,1.0,86.0,0.0,0.0,86.0,0.0,0.0,1.0,86.0,0.0,0.0,86.0,0.0,0.0,1.0,86.0,0.0,0.0,86.0,0.0,0.0
1.0,90.0,0.0,1.0,90.0,0.0,1.0,90.0,0.0,1.0,90.0,0.0,1.0000088585114135,89.99991139555038,0.0017720811420076643,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0000088585114135,89.99991139555038,0.0017720811420076643,0.0017720811420076643,89.99991139555038,0.0,0.0,1.0,1778.4831998348236,0.0,1.0,1778.4831998348236,0.0,1.0,1778.4831998348236,0.0,1.0,1778.4831998348236,0.0,1.0000044282496874,1778.4753243020248,14.00644074846059,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0000088585114135,89.99991139555038,0.0017720811420076643,0.0017720811420076643,89.99991139555038,0.0,0.0
