HT_MI_5_weight,HT_MI_5_mean,HT_MI_5_std,HT_MI_3_weight,HT_MI_3_mean,HT_MI_3_std,HT_MI_1_weight,HT_MI_1_mean,HT_MI_1_std,HT_MI_0.1_weight,HT_MI_0.1_mean,HT_MI_0.1_std,HT_MI_0.01_weight,HT_MI_0.01_mean,HT_MI_0.01_std,HT_H_5_weight,HT_H_5_mean,HT_H_5_std,HT_H_5_radius,HT_H_5_magnitude,HT_H_5_covariance,HT_H_5_pcc,HT_H_3_weight,HT_H_3_mean,HT_H_3_std,HT_H_3_radius,HT_H_3_magnitude,HT_H_3_covariance,HT_H_3_pcc,HT_H_1_weight,HT_H_1_mean,HT_H_1_std,HT_H_1_radius,HT_H_1_magnitude,HT_H_1_covariance,HT_H_1_pcc,HT_H_0.1_weight,HT_H_0.1_mean,HT_H_0.1_std,HT_H_0.1_radius,HT_H_0.1_magnitude,HT_H_0.1_covariance,HT_H_0.1_pcc,HT_H_0.01_weight,HT_H_0.01_mean,HT_H_0.01_std,HT_H_0.01_radius,HT_H_0.01_magnitude,HT_H_0.01_covariance,HT_H_0.01_pcc,HT_jit_5_weight,HT_jit_5_mean,HT_jit_5_std,HT_jit_3_weight,HT_jit_3_mean,HT_jit_3_std,HT_jit_1_weight,HT_jit_1_mean,HT_jit_1_std,HT_jit_0.1_weight,HT_jit_0.1_mean,HT_jit_0.1_std,HT_jit_0.01_weight,HT_jit_0.01_mean,HT_jit_0.01_std,HT_Hp_5_weight,HT_Hp_5_mean,HT_Hp_5_std,HT_Hp_5_radius,HT_Hp_5_magnitude,HT_Hp_5_covariance,HT_Hp_5_pcc,HT_Hp_3_weight,HT_Hp_3_mean,HT_Hp_3_std,HT_Hp_3_radius,HT_Hp_3_magnitude,HT_Hp_3_covariance,HT_Hp_3_pcc,HT_Hp_1_weight,HT_Hp_1_mean,HT_Hp_1_std,HT_Hp_1_radius,HT_Hp_1_magnitude,HT_Hp_1_covariance,HT_Hp_1_pcc,HT_Hp_0.1_weight,HT_Hp_0.1_mean,HT_Hp_0.1_std,HT_Hp_0.1_radius,HT_Hp_0.1_magnitude,HT_Hp_0.1_covariance,HT_Hp_0.1_pcc,HT_Hp_0.01_weight,HT_Hp_0.01_mean,HT_Hp_0.01_std,HT_Hp_0.01_radius,HT_Hp_0.01_magnitude,HT_Hp_0.01_covariance,HT_Hp_0.01_pcc,protocol,time
1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.000000008304005,59.99999999999999,4.547473508864641e-13,1.2377263946502803,60.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.000000008304005,59.99999999999999,4.547473508864641e-13,4.547473508864641e-13,59.99999999999999,0.0,0.0,1.2377263946502803,60.0,0.0,0.0,60.0,0.0,0.0,1.0,268.4354557991028,0.0,1.0,268.4354557991028,0.0,1.0,268.4354557991028,0.0,1.000000008304005,268.4354557991027,1.4551915228366852e-11,1.2377263946502803,263.59414770633566,12038.894232889055,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.000000008304005,59.99999999999999,4.547473508864641e-13,4.547473508864641e-13,59.99999999999999,0.0,0.0,1.237726384495186,60.0,0.0,0.0,60.0,0.0,0.0,TCP,1621397610.077968
2.0,60.0,0.0,2.0,60.0,0.0,2.0,60.0,0.0,2.000000008304005,60.0,0.0,2.2377263946502803,60.0,0.0,2.0,60.0,0.0,0.0,60.0,0.0,0.0,2.0,60.0,0.0,0.0,60.0,0.0,0.0,2.0,60.0,0.0,0.0,60.0,0.0,0.0,2.000000008304005,60.0,0.0,0.0,60.0,0.0,0.0,2.2377263946502803,60.0,0.0,0.0,60.0,0.0,0.0,2.0,134.2177278995514,18014.398482518016,2.0,134.2177278995514,18014.398482518016,2.0,134.2177278995514,18014.398482518016,2.000000008304005,134.2177284568237,18014.398482518016,2.2377263946502803,145.798626173181,23833.352408420385,2.0,60.0,0.0,0.0,60.0,0.0,0.0,2.0,60.0,0.0,0.0,60.0,0.0,0.0,2.0,60.0,0.0,0.0,60.0,0.0,0.0,2.000000008304005,60.0,0.0,0.0,60.0,0.0,0.0,2.2377263844951862,59.99999999999999,4.547473508864641e-13,4.547473508864641e-13,59.99999999999999,0.0,0.0,TCP,1621397610.077968
1.0,90.0,0.0,1.0,90.0,0.0,1.0,90.0,0.0,1.0,90.0,0.0,1.0,90.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,1.0,90.0,0.0,0.0,90.0,0.0,0.0,MLDv2 - Multicast Listener Report,1621398235.0948
1.0,54.0,0.0,1.0,54.0,0.0,1.0,54.0,0.0,1.0,54.0,0.0,1.0000000001353657,53.999999998375614,1.9492290448397398e-08,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0000000001353657,53.999999998375614,1.9492290448397398e-08,1.9492290448397398e-08,80.72174428135561,0.0,0.0,1.0,3278.2417919635773,0.0,1.0,3278.2417919635773,0.0,1.0,3278.2417919635773,0.0,1.0,3278.2417919635773,0.0,1.0000000001353657,3278.2417915198157,0.0014547575265169144,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,9.094947017729282e-13,80.72174428244226,0.0,0.0,TCP,1621398774.062864
1.0,54.0,0.0,1.0,54.0,0.0,1.0000000000792701,54.0,0.0,1.0977036865051457,54.0,0.0,1.7924850810048858,53.99999999928183,8.617917046649382e-09,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0000000000792701,54.0,0.0,0.0,54.0,0.0,0.0,1.0977036865051457,54.0,0.0,0.0,54.0,0.0,0.0,1.7924850810048858,53.99999999928183,8.617917046649382e-09,8.617917046649382e-09,80.72174428196185,0.0,0.0,1.0,33.5544319152832,0.0,1.0,33.5544319152832,0.0,1.0000000000792701,33.55443217248995,0.0008345554927018384,1.0977036865051457,322.35542669255733,853662.9227388516,1.7924850810048858,1468.080360337623,2596723.5083041177,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,1.8189894035458565e-12,80.72174428244224,0.0,0.0,TCP,1621398807.617296
1.0,54.0,0.0,1.0,54.0,0.0,1.0,54.0,0.0,1.0000000000004643,54.0,4.547473508864641e-13,1.1037758887227476,53.99999999993248,8.103597792796791e-10,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0000000000004643,54.0,4.547473508864641e-13,4.547473508864641e-13,54.0,0.0,0.0,1.1037758887227476,53.99999999993248,8.103597792796791e-10,8.103597792796791e-10,80.72174428239711,0.0,0.0,1.0,411.04179191589355,0.0,1.0,411.04179191589355,0.0,1.0,411.04179191589355,0.0,1.0000000000004643,411.04179191585246,4.000612534582615e-07,1.1037758887227476,510.4234852224228,339314.87042624434,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,1.3642420526593924e-12,80.72174428244226,0.0,0.0,TCP,1621399218.659088
1.0,54.0,0.0,1.0,54.0,0.0,1.0,54.0,0.0,1.0000008698926914,54.0,4.547473508864641e-13,1.2734182322854737,53.999999999985505,1.737134880386293e-10,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0000008698926914,54.0,4.547473508864641e-13,4.547473508864641e-13,54.0,0.0,0.0,1.2734182322854737,53.999999999985505,1.737134880386293e-10,1.737134880386293e-10,80.72174428243257,0.0,0.0,1.0,201.32659220695496,0.0,1.0,201.32659220695496,0.0,1.0,201.32659220695496,0.0,1.0000008698926914,201.3267746365158,0.03825821849750355,1.2734182322854737,267.69341808594504,88964.21369378957,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,1.3642420526593924e-12,80.72174428244226,0.0,0.0,TCP,1621399419.98568
1.0,54.0,0.0,1.0,54.0,0.0,1.0,54.0,0.0,1.0,54.0,0.0,1.0001160419066601,54.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0001160419066601,54.0,0.0,0.0,54.0,0.0,0.0,1.0,1342.1772799491882,0.0,1.0,1342.1772799491882,0.0,1.0,1342.1772799491882,0.0,1.0,1342.1772799491882,0.0,1.0001160419066601,1342.0526092602065,144.26347973058,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,TCP,1621400762.16296
1.0,54.0,0.0,1.0000000000000007,54.0,4.547473508864641e-13,1.0000089033767892,53.99999999999999,9.094947017729282e-13,1.3125758891935615,54.0,0.0,1.890319613694189,54.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0000000000000007,54.0,4.547473508864641e-13,4.547473508864641e-13,54.0,0.0,0.0,1.0000089033767892,53.99999999999999,9.094947017729282e-13,9.094947017729282e-13,53.99999999999999,0.0,0.0,1.3125758891935615,54.0,0.0,0.0,54.0,0.0,0.0,1.890319613694189,54.0,0.0,0.0,54.0,0.0,0.0,1.0,16.7772159576416,0.0,1.0000000000000007,16.77721595764254,1.2397549653542228e-09,1.0000089033767892,16.789016388743878,15.640152887910006,1.3125758891935615,332.4070450213897,318713.6066439218,1.890319613694189,640.9672564437994,437678.4412607949,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,TCP,1621400778.940176
1.0,54.0,0.0,1.0,54.0,0.0,1.0,54.0,0.0,1.0001196102002967,53.99999999999999,4.547473508864641e-13,1.7455892197551255,53.99999999999999,4.547473508864641e-13,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0001196102002967,53.99999999999999,4.547473508864641e-13,4.547473508864641e-13,53.99999999999999,0.0,0.0,1.7455892197551255,53.99999999999999,4.547473508864641e-13,4.547473508864641e-13,53.99999999999999,0.0,0.0,1.0,134.2177278995514,0.0,1.0,134.2177278995514,0.0,1.0,134.2177278995514,0.0,1.0001196102002967,134.24143052839278,42.81388517462619,1.7455892197551255,350.66440465640363,249779.60105983255,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,TCP,1621400913.157904
1.0,54.0,0.0,1.0,54.0,0.0,1.0,54.0,0.0,1.0000000083049978,54.0,0.0,1.27156313241152,54.00000000000001,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0000000083049978,54.0,0.0,0.0,54.0,0.0,0.0,1.27156313241152,54.00000000000001,0.0,0.0,54.00000000000001,0.0,0.0,1.0,268.43545603752136,0.0,1.0,268.43545603752136,0.0,1.0,268.43545603752136,0.0,1.0000000083049978,268.4354549230403,0.00014991224452387542,1.27156313241152,285.9967947494264,54480.174463337855,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,TCP,1621401181.59336
2.0,54.0,0.0,2.0,54.0,0.0,2.0,54.0,0.0,2.0000000083049976,54.0,4.547473508864641e-13,2.27156313241152,54.0,0.0,2.0,54.0,0.0,0.0,54.0,0.0,0.0,2.0,54.0,0.0,0.0,54.0,0.0,0.0,2.0,54.0,0.0,0.0,54.0,0.0,0.0,2.0000000083049976,54.0,4.547473508864641e-13,4.547473508864641e-13,54.0,0.0,0.0,2.27156313241152,54.0,0.0,0.0,54.0,0.0,0.0,2.0,134.21772801876068,18014.398514518016,2.0,134.21772801876068,18014.398514518016,2.0,134.21772801876068,18014.398514518016,2.0000000083049976,134.21772801885913,18014.398439891025,2.27156313241152,160.09371476511242,50652.90457286501,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,TCP,1621401181.59336
